num_id,source,a3_lbl,brand,amManu,country,countai,ai1,ai2,ai3,has_ml,ai1_mg,ai1_ml,ai2_mg,ai2_ml,ai3_mg,ai3_ml,strength_lbl,fdc,salt,salt_name,packtype,packsize,NAFDAC_REGNO,a3,ai1_no,ai2_no,ai3_no,gname_no,gname,amBrand,natapp,qaact,ID2,DateofWHOprequalification,RefNo,GlobalFundQAStandard,WHOPrequalificationSRA,Manufacturingsite,ID4,source5,amBrand_BEN,AMM23,AMM24,LaboratoireFabricant,originalorder,CMR24_ID,GB_ID,CHECK
NGA-1050,NAFDAC,LIQUID INJ.,A-B ARTEETHER,MAKCUR LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,.,.,,6,63,.,.,63,ARTEETHER,A-B ARTEETHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | MAKCUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0163,NAFDAC,LIQUID INJ.,NEXTHER,BHARAT PARENTERALS LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,NEXTHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | BHARAT PARENTERALS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0171,NAFDAC,LIQUID INJ.,NEXTHER,BHARAT PARENTERALS LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,NEXTHER | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | BHARAT PARENTERALS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_423,NGA-24-AwL,LIQUID INJ.,NEXTHER,CHRISNELB PHARMA LTD,NIGERIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,ampoule,3,999*,6,63,.,.,63,ARTEETHER,NEXTHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | CHRISNELB PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1699,NAFDAC,LIQUID INJ.,NOFALSI-H,VITAL HEALTHCARE PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,NOFALSI-H | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | VITAL HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
240403_007,CMR PRODCUT ADDED DURING DATA COLLECTION,POWDER INJ.,NOROSUNATE-60,SIM/ NORONIC PHARMA PVTLTD,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,NO,.,bottle,UNKNOWN,,7,65,.,.,32,ARTESUNATE,NOROSUNATE-60 | POWDER INJ. | ARTESUNATE | 60mg | SIM/ NORONIC PHARMA PVTLTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1459,NAFDAC,LIQUID INJ.,NOSARTEM,SHANDONG XIER KANGTAI PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,NOSARTEM | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG XIER KANGTAI PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1501,NAFDAC,LIQUID INJ.,NOUVASANT ARTEMETHER,SHANXI ZHONGBAO SHUGUANG PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,C4-1264,6,61,.,.,31,ARTEMETHER,NOUVASANT ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANXI ZHONGBAO SHUGUANG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_387,NGA-24-AwL,SYRUP,NOVALOR,SKG - PHARMA LIMITED,NIGERIA,1,CHLOROQUINE,.,.,1,80,5,.,.,.,.,80MG/5ML,N/A,YES,phosphate,bottle,60ML,04-1636,4,68,.,.,4,CHLOROQUINE,NOVALOR | SYRUP | CHLOROQUINE | 80MG/5ML | SKG - PHARMA LIMITED,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1539,NAFDAC,SUSPENSION,NOVAXINE,SKG PHARMA LTD,NIGERIA,2,PYRIMETHAMINE,SULFADOXINE,.,0,500,5,25,5,.,.,500/5mg - 25/5mg,N/A,UNKNOWN,.,,,,5,81,85,.,21,SP,NOVAXINE | SUSPENSION | PYRIMETHAMINE SULFADOXINE | 500/5mg - 25/5mg | SKG PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1489,NAFDAC,LIQUID INJ.,NOVETHER,SHANDONG YIKANG PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,NOVETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG YIKANG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0120,NAFDAC,LIQUID INJ.,NURAMAL,ARBE FIRMA PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,A4-100569,6,61,.,.,31,ARTEMETHER,NURAMAL | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | ARBE FIRMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0401,NAFDAC,LIQUID INJ.,NURAMAL,FARBE FIRMA PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,A4-100569,6,61,.,.,31,ARTEMETHER,NURAMAL | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | FARBE FIRMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_308,NGA-24-AwL,LIQUID INJ.,OBIGOD,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80MG/ML,N/A,NO,N/A,ampoule,6,999*,6,61,.,.,40,ARTEMETHER,OBIGOD | LIQUID INJ. | ARTEMETHER | 80MG/ML | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0413,NAFDAC,LIQUID INJ.,OCMETHER,FIVE STAR PHARMA,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,OCMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | FIVE STAR PHARMA,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1476,NAFDAC,LIQUID INJ.,OKOLINS ARTEMETHER,SHANDONG XIER KANGTAI PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,C4-2047,6,61,.,.,31,ARTEMETHER,OKOLINS ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG XIER KANGTAI PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1401,NAFDAC,LIQUID INJ.,OLMETHER-,SAKAR HEALTHCARE PVT LTD,INDIA,1,ARTEMETHER,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,OLMETHER- | LIQUID INJ. | ARTEMETHER | 40mg/ 1ml | SAKAR HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1402,NAFDAC,LIQUID INJ.,OLTETER,SAKAR HEALTHCARE PVT LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,OLTETER | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | SAKAR HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_377,NGA-24-AwL,LIQUID INJ.,OMAQUINE,ALLIANCE BIOTECH,INDIA,1,QUININE,.,.,1,600,2,.,.,.,.,600MG/2ML,N/A,YES,DIHYDROCHLORIDE,ampoule,10,A4-6297,6,83,.,.,19,QUININE,OMAQUINE | LIQUID INJ. | QUININE | 600MG/2ML | ALLIANCE BIOTECH,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_257,NGA-24-AwL,LIQUID INJ.,ONIFAM ARTEMTHER INJECTION,SHANDONG XIER KANGTAI PHARMACEUTICAL CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80MG/1ML,N/A,NO,N/A,ampoule,6,999*,6,61,.,.,40,ARTEMETHER,ONIFAM ARTEMTHER INJECTION | LIQUID INJ. | ARTEMETHER | 80MG/1ML | SHANDONG XIER KANGTAI PHARMACEUTICAL CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1290,NAFDAC,LIQUID INJ.,ORFETHER,OLIVE HEALTHCARE,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ORFETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | OLIVE HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0273,NAFDAC,SUSPENSION,ORFEXINE-P,CORAL LABORATORIES LTD,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,80,.,640,.,.,.,80/640mg,N/A,YES,PIPERAQUINE PHOSPHATE,,,,5,71,77,.,55,DHA-PPQ,ORFEXINE-P | SUSPENSION | DIHYDROARTEMISININ PIPERAQUINE | 80/640mg | CORAL LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1163,NAFDAC,SUSPENSION,ORTRIMEF ORAL,MEDIBIOS LABORATORIES PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,ORTRIMEF ORAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | MEDIBIOS LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1499,NAFDAC,LIQUID INJ.,OSWORTH ARTEMETHER,SHANXI SHUGUANG PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,OSWORTH ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANXI SHUGUANG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
165,CMR24,SUSPENSION - POWDER,P-ALAXIN,EURIMEX PHARMA,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,80,.,640,.,.,.,80/640mg,N/A,,,,FL/80 ML,,5,71,77,.,55,DHA-PPQ,P-ALAXIN | SUSPENSION - POWDER | DIHYDROARTEMISININ PIPERAQUINE | 80/640mg | EURIMEX PHARMA,999*,0,.,.,.,.,.,.,.,.,.,,6420102,"GVS , 2,SWAMIGEHA,URSEKARWADI DOMBIVLI(E)- 421 201 MAHARASTRA, INDIA.",332,.,.,5
NGA-0190,NAFDAC,SUSPENSION,P-ALAXIN,BLISS GVS PHARMA LTD,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,80,.,640,.,.,.,80/640mg,N/A,YES,PIPERAQUINE PHOSPHATE,,,,5,71,77,.,55,DHA-PPQ,P-ALAXIN | SUSPENSION | DIHYDROARTEMISININ PIPERAQUINE | 80/640mg | BLISS GVS PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_09,NGA Awl 24 training,SUSPENSION - POWDER,P-ALAXIN,BLISS GVS PHARMA LTD,India,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,80,.,640,.,.,.,80/640mg,n/a,yes,PHOSPHATE,individual package,80,999*,5,71,77,.,55,DHA-PPQ,P-ALAXIN | SUSPENSION - POWDER | DIHYDROARTEMISININ PIPERAQUINE | 80/640mg | BLISS GVS PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
410,CMR24,LIQUID INJ.,PALMATHER,MS LABS,INDIA,1,ARTEMETHER,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,,,,B/10,,6,61,.,.,31,ARTEMETHER,PALMATHER | LIQUID INJ. | ARTEMETHER | 40mg/ 1ml | MS LABS,999*,0,.,.,.,.,.,.,.,.,.,,12221201,"OKASA PHARMA PRIVATE LTD. , L.B.S. MARG VIKHROLI MUMBAI 400 083 MAHARASHTRA INDE.",290,.,.,5
411,CMR24,LIQUID INJ.,PALMATHER,MS LABS,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,,,,B/10,,6,61,.,.,31,ARTEMETHER,PALMATHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | MS LABS,999*,0,.,.,.,.,.,.,.,.,.,,12221202,"OKASA PHARMA PRIVATE LTD. , L.B.S. MARG VIKHROLI MUMBAI 400 083 MAHARASHTRA INDE.",291,.,.,5
NGA-1311,NAFDAC,SYRUP,PALQUINE,PAL PHARMA INDUSTRIES LTD,NIGERIA,1,CHLOROQUINE,.,.,1,50,5,.,.,.,.,50mg/ 5ml,N/A,YES,PHOSPHATE,,,#04-0696,4,68,.,.,4,CHLOROQUINE,PALQUINE | SYRUP | CHLOROQUINE | 50mg/ 5ml | PAL PHARMA INDUSTRIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
415,CMR,LIQUID INJ.,PALSUNATE,MYRA HEALTHCARE,INDIA,1,ARTESUNATE,.,.,1,120,1,.,.,.,.,120mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1 ,,6,65,.,.,32,ARTESUNATE,PALSUNATE | LIQUID INJ. | ARTESUNATE | 120mg/ 1ml | MYRA HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,15610621,,,,.,.,4
NGA-1313,NAFDAC,SUSPENSION,PALTRIN,PAL PHARMA INDUSTRIES LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,200,5,40,5,.,.,200/5mg - 40/5mg,N/A,UNKNOWN,.,,,04-1731,5,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,PALTRIN | SUSPENSION | SULFAMETHOXAZOLE TRIMETHOPRIM | 200/5mg - 40/5mg | PAL PHARMA INDUSTRIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AwL_NGA_66,NGA-24-AwL,SUSPENSION,PALUDEX 180/1080,MD LIFE SCIENCES LTD,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,60,1080,60,.,.,180MG/60ML + 1080MG/60ML,UNKNOWN,no,N/A,individual package,60ML,A4-5186,5,61,74,.,40,AL,PALUDEX 180/1080 | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180MG/60ML + 1080MG/60ML | MD LIFE SCIENCES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0825,NAFDAC,LIQUID INJ.,PALUEXIT,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,160,2,.,.,.,.,160mg/ 2ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PALUEXIT | LIQUID INJ. | ARTEMETHER | 160mg/ 2ml | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0755,NAFDAC,LIQUID INJ.,PALUEXIT,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PALUEXIT | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0744,NAFDAC,SUSPENSION,PALUEXIT ORAL,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,PALUEXIT ORAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
240330_003,CMR PRODCUT ADDED DURING DATA COLLECTION,SUSPENSION,PALUFANTS,SAVORITE PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,NO,.,bottle,100ML ,,5,61,74,.,40,AL,PALUFANTS | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | SAVORITE PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
382,CMR,LIQUID INJ.,PALUFON,MEDILIX LIFESCIENCES,INDIA,1,ARTESUNATE,.,.,1,60,1,.,.,.,.,60mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1 VIAL OF 60 MG; 1 AMPOULE OF 1ML AND 1 AMPOULE OF 5ML ,,6,65,.,.,32,ARTESUNATE,PALUFON | LIQUID INJ. | ARTESUNATE | 60mg/ 1ml | MEDILIX LIFESCIENCES,999*,0,.,.,.,.,.,.,.,.,.,4191702,,,,.,.,4
386,CMR24,SUSPENSION - POWDER,PALUFON P1,MEDILIX LIFESCIENCES,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,90,.,720,.,.,.,90/720mg,N/A,,,,BOUTEILLE CLAIRE EN PET DE 60ML,,5,71,77,.,55,DHA-PPQ,PALUFON P1 | SUSPENSION - POWDER | DIHYDROARTEMISININ PIPERAQUINE | 90/720mg | MEDILIX LIFESCIENCES,999*,0,.,.,.,.,.,.,.,.,.,,22082201,"GLOBELA PHARMA PVT. LTD. , 357, 358, G.I.D.C., SACHIM, SURAT-394-230, GUJARAT, (INDIA)",334,.,.,5
387,CMR24,SUSPENSION - POWDER,PALUFON P2,MEDILIX LIFESCIENCES,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,135,.,1080,.,.,.,135/1080mg,N/A,,,,BOUTEILLE CLAIR EN PET DE 90 ML,,5,71,77,.,55,DHA-PPQ,PALUFON P2 | SUSPENSION - POWDER | DIHYDROARTEMISININ PIPERAQUINE | 135/1080mg | MEDILIX LIFESCIENCES,999*,0,.,.,.,.,.,.,.,.,.,,22082202,"GLOBELA PHARMA PVT. LTD. , 357, 358, G.I.D.C., SACHIM, SURAT-394-230, GUJARAT, (INDIA)",335,.,.,5
NGA-1299,NAFDAC,SUSPENSION,PALUGO ORAL,OSAKA PHARM PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,5,120,5,.,.,20/5mg - 120/5mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,PALUGO ORAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 20/5mg - 120/5mg | OSAKA PHARM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0131,NAFDAC,SUSPENSION,PALUMAL ORAL,ASTAMED HEALTHCARE(1) PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,15,5,90,5,.,.,15/5mg - 90/5mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,PALUMAL ORAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 15/5mg - 90/5mg | ASTAMED HEALTHCARE(1) PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0618,NAFDAC,LIQUID INJ.,PALUTHER,HAUPT PHARMA LIVRON,FRANCE,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PALUTHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | HAUPT PHARMA LIVRON,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
489,CMR24,LIQUID INJ.,PALUTHER,SANOFI AVENTIS,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,,,vial/ ampoule,B/6 AMPOULES DE 1 ML,,6,61,.,.,31,ARTEMETHER,PALUTHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SANOFI AVENTIS,999*,0,.,.,.,.,.,.,.,.,.,,1000012,"KUMMING PHARMACEUTICAL , CENTRE DE PRODUCTION LYON XI,JIAO,QI,GONG LI,KUMMING,YUNNAN,CHINE.",294,.,.,4
NGA-1496,NAFDAC,LIQUID INJ.,PARALINE,SHANGHAI HARVEST PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PARALINE | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANGHAI HARVEST PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AwL_NGA_162,NGA-24-AwL,LIQUID INJ.,PARALINE,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,6,A4-1170,6,61,.,.,31,ARTEMETHER,PARALINE | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1460,NAFDAC,LIQUID INJ.,PASSMETA,SHANDONG XIER KANGTAI PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PASSMETA | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG XIER KANGTAI PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0923,NAFDAC,LIQUID INJ.,PAUCO ARTEETHER,KWALITY PHARMA LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,PAUCO ARTEETHER | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | KWALITY PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1461,NAFDAC,LIQUID INJ.,PAUCO ARTEMETHER,SHANDONG XIER KANGTAI PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PAUCO ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG XIER KANGTAI PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0924,NAFDAC,POWDER INJ.,PAUCO ARTESUNATE,KWALITY PHARMA LTD,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,UNKNOWN,.,,,,7,65,.,.,32,ARTESUNATE,PAUCO ARTESUNATE | POWDER INJ. | ARTESUNATE | 60mg | KWALITY PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0875,NAFDAC,LIQUID INJ.,PAUCO ARTHEMETHER,JILING PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PAUCO ARTHEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | JILING PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
486,GF,LIQUID INJ.,PAULUTHER,SANOFI AVENTIS,FRANCE,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,"AMPOULE, 1MLX6",,6,61,.,.,31,ARTEMETHER,PAULUTHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SANOFI AVENTIS,999*,0,.,.,M30,A,MA087,"HAUPT PHARMA LIVRON SAS, 1 RUE COMTE DE SINARD, LIVRON SUR DRôME, 26250",.,.,.,,,,,.,.,5
AwL_NGA_239,NGA-24-AwL,SYRUP,PEACE CHLOROQUINE SYRUP,PEACE STANDARD PHARM IND LTD,NIGERIA,1,CHLOROQUINE,.,.,1,80,5,.,.,.,.,80MG/5ML,N/A,YES,PHOSPHATE,bottle,60ML,999*,4,68,.,.,4,CHLOROQUINE,PEACE CHLOROQUINE SYRUP | SYRUP | CHLOROQUINE | 80MG/5ML | PEACE STANDARD PHARM IND LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0779,NAFDAC,LIQUID INJ.,PECGINA,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,QUININE,.,.,1,600,2,.,.,.,.,600mg/ 2ml,N/A,YES,DIHYDROHYCHLORIDE,,,,6,83,.,.,19,QUININE,PECGINA | LIQUID INJ. | QUININE | 600mg/ 2ml | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0702,NAFDAC,LIQUID INJ.,PEMALIN,JIANGSU HUAYANG PHARM CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,PEMALIN | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | JIANGSU HUAYANG PHARM CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
